geoid10,dorm_share,military_share,other_share
530610519172009,0.00,0.00,1.00
530610519172010,0.00,0.00,1.00
530610519172011,0.00,0.00,1.00
530610519172012,0.00,0.00,1.00
530610519172013,0.00,0.00,1.00
530610519173000,0.00,0.00,1.00
530610519173001,0.00,0.00,1.00
530610519173002,0.00,0.00,1.00
530610519173003,0.00,0.00,1.00
530610519173004,0.00,0.00,1.00
530610519173005,0.00,0.00,1.00
530610519173006,0.00,0.00,1.00
530610519173007,0.00,0.00,1.00
530610519173008,0.00,0.00,1.00
530610519173009,0.00,0.00,1.00
530610519173010,0.00,0.00,1.00
530610519173011,0.00,0.00,1.00
530610519173012,0.00,0.00,1.00
530610519173013,0.00,0.00,1.00
530610519173014,0.00,0.00,1.00
530610519173015,0.00,0.00,1.00
530610519181000,0.00,0.00,1.00
530610519181001,0.00,0.00,1.00
530610519181002,0.00,0.00,1.00
530610519181003,0.00,0.00,1.00
530610519181004,0.00,0.00,1.00
530610519181005,0.00,0.00,1.00
530610519181006,0.00,0.00,1.00
530610519182000,0.00,0.00,1.00
530610519182001,0.00,0.00,1.00
530610519182002,0.00,0.00,1.00
530610519182003,0.00,0.00,1.00
530610519182004,0.00,0.00,1.00
530610519182005,0.00,0.00,1.00
530610519182006,0.00,0.00,1.00
530610519182007,0.00,0.00,1.00
530610519183000,0.00,0.00,1.00
530610519183001,0.00,0.00,1.00
530610519183002,0.00,0.00,1.00
530610519183003,0.00,0.00,1.00
530610519183004,0.00,0.00,1.00
530610519183005,0.00,0.00,1.00
530610519183006,0.00,0.00,1.00
530610519183007,0.00,0.00,1.00
530610519183008,0.00,0.00,1.00
530610519183009,0.00,0.00,1.00
530610519183010,0.00,0.00,1.00
530610519183011,0.00,0.00,1.00
530610519184000,0.00,0.00,1.00
530610519184001,0.00,0.00,1.00
530610519184002,0.00,0.00,1.00
530610519184003,0.00,0.00,1.00
530610519184004,0.00,0.00,1.00
530610519184005,0.00,0.00,1.00
530610519184006,0.00,0.00,1.00
530610519184007,0.00,0.00,1.00
530610519184008,0.00,0.00,1.00
530610519184009,0.00,0.00,1.00
530610519184010,0.00,0.00,1.00
530610519184011,0.00,0.00,1.00
530610519184012,0.00,0.00,1.00
530610519184013,0.00,0.00,1.00
530610519184014,0.00,0.00,1.00
530610519184015,0.00,0.00,1.00
530610519184016,0.00,0.00,1.00
530610519184017,0.00,0.00,1.00
530610519184018,0.00,0.00,1.00
530610519184019,0.00,0.00,1.00
530610519184020,0.00,0.00,1.00
530610519211000,0.00,0.00,1.00
530610519211001,0.00,0.00,1.00
530610519211002,0.00,0.00,1.00
530610519211003,0.00,0.00,1.00
530610519211004,0.00,0.00,1.00
530610519211005,0.00,0.00,1.00
530610519211006,0.00,0.00,1.00
530610519211007,0.00,0.00,1.00
530610519211008,0.00,0.00,1.00
530610519211009,0.00,0.00,1.00
530610519211010,0.00,0.00,1.00
530610519211011,0.00,0.00,1.00
530610519211012,0.00,0.00,1.00
530610519211013,0.00,0.00,1.00
530610519211014,0.00,0.00,1.00
530610519211015,0.00,0.00,1.00
530610519211016,0.00,0.00,1.00
530610519212000,0.00,0.00,1.00
530610519212001,0.00,0.00,1.00
530610519212002,0.00,0.00,1.00
530610519212003,0.00,0.00,1.00
530610519212004,0.00,0.00,1.00
530610519212005,0.00,0.00,1.00
530610519212006,0.00,0.00,1.00
530610519212007,0.00,0.00,1.00
530610519213000,0.00,0.00,1.00
530610519213001,0.00,0.00,1.00
530610519213002,0.00,0.00,1.00
530610519213003,0.00,0.00,1.00
530610519213004,0.00,0.00,1.00
530610519213005,0.00,0.00,1.00
530610519213006,0.00,0.00,1.00
530610519213007,0.00,0.00,1.00
530610519213008,0.00,0.00,1.00
530610519221000,0.00,0.00,1.00
530610519221001,0.00,0.00,1.00
530610519221002,0.00,0.00,1.00
530610519221003,0.00,0.00,1.00
530610519221004,0.00,0.00,1.00
530610519221005,0.00,0.00,1.00
530610519221006,0.00,0.00,1.00
530610519221007,0.00,0.00,1.00
530610519221008,0.00,0.00,1.00
530610519221009,0.00,0.00,1.00
530610519221010,0.00,0.00,1.00
530610519221011,0.00,0.00,1.00
530610519221012,0.00,0.00,1.00
530610519221013,0.00,0.00,1.00
530610519221014,0.00,0.00,1.00
530610519221015,0.00,0.00,1.00
530610519221016,0.00,0.00,1.00
530610519221017,0.00,0.00,1.00
530610519221018,0.00,0.00,1.00
530610519221019,0.00,0.00,1.00
530610519222000,0.00,0.00,1.00
530610519222001,0.00,0.00,1.00
530610519222002,0.00,0.00,1.00
530610519222003,0.00,0.00,1.00
530610519222004,0.00,0.00,1.00
530610519222005,0.00,0.00,1.00
530610519222006,0.00,0.00,1.00
530610519222007,0.00,0.00,1.00
530610519222008,0.00,0.00,1.00
530610519222009,0.00,0.00,1.00
530610519222010,0.00,0.00,1.00
530610519222011,0.00,0.00,1.00
530610519223000,0.00,0.00,1.00
530610519223001,0.00,0.00,1.00
530610519223002,0.00,0.00,1.00
530610519223003,0.00,0.00,1.00
530610519223004,0.00,0.00,1.00
530610519223005,0.00,0.00,1.00
530610519223006,0.00,0.00,1.00
530610519223007,0.00,0.00,1.00
530610519223008,0.00,0.00,1.00
530610519223009,0.00,0.00,1.00
530610519223010,0.00,0.00,1.00
530610519223011,0.00,0.00,1.00
530610519223012,0.00,0.00,1.00
530610519223013,0.00,0.00,1.00
530610519223014,0.00,0.00,1.00
530610519223015,0.00,0.00,1.00
530610519223016,0.00,0.00,1.00
530610519223017,0.00,0.00,1.00
530610519223018,0.00,0.00,1.00
530610519231000,0.00,0.00,1.00
530610519231001,0.00,0.00,1.00
530610519231002,0.00,0.00,1.00
530610519231003,0.00,0.00,1.00
530610519231004,0.00,0.00,1.00
530610519231005,0.00,0.00,1.00
530610519231006,0.00,0.00,1.00
530610519231007,0.00,0.00,1.00
530610519231008,0.00,0.00,1.00
530610519231009,0.00,0.00,1.00
530610519231010,0.00,0.00,1.00
530610519231011,0.00,0.00,1.00
530610519231012,0.00,0.00,1.00
530610519231013,0.00,0.00,1.00
530610519231014,0.00,0.00,1.00
530610519231015,0.00,0.00,1.00
530610519232000,0.00,0.00,1.00
530610519232001,0.00,0.00,1.00
530610519232002,0.00,0.00,1.00
530610519232003,0.00,0.00,1.00
530610519232004,0.00,0.00,1.00
530610519232005,0.00,0.00,1.00
530610519232006,0.00,0.00,1.00
530610519232007,0.00,0.00,1.00
530610519232008,0.00,0.00,1.00
530610519232009,0.00,0.00,1.00
530610519232010,0.00,0.00,1.00
530610519232011,0.00,0.00,1.00
530610519232012,0.00,0.00,1.00
530610519232013,0.00,0.00,1.00
530610519232014,0.00,0.00,1.00
530610519232015,0.00,0.00,1.00
530610519232016,0.00,0.00,1.00
530610519233000,0.00,0.00,1.00
530610519233001,0.00,0.00,1.00
530610519233002,0.00,0.00,1.00
530610519233003,0.00,0.00,1.00
530610519233004,0.00,0.00,1.00
530610519233005,0.00,0.00,1.00
530610519233006,0.00,0.00,1.00
530610519233007,0.00,0.00,1.00
530610519233008,0.00,0.00,1.00
530610519233009,0.00,0.00,1.00
530610519233010,0.00,0.00,1.00
530610519233011,0.00,0.00,1.00
530610519241000,0.00,0.00,1.00
530610519241001,0.00,0.00,1.00
530610519241002,0.00,0.00,1.00
530610519241003,0.00,0.00,1.00
530610519241004,0.00,0.00,1.00
530610519241005,0.00,0.00,1.00
530610519241006,0.00,0.00,1.00
530610519241007,0.00,0.00,1.00
530610519241008,0.00,0.00,1.00
530610519241009,0.00,0.00,1.00
530610519241010,0.00,0.00,1.00
530610519241011,0.00,0.00,1.00
530610519241012,0.00,0.00,1.00
530610519241013,0.00,0.00,1.00
530610519241014,0.00,0.00,1.00
530610519241015,0.00,0.00,1.00
530610519241016,0.00,0.00,1.00
530610519241017,0.00,0.00,1.00
530610519241018,0.00,0.00,1.00
530610519241019,0.00,0.00,1.00
530610519241020,0.00,0.00,1.00
530610519241021,0.00,0.00,1.00
530610519241022,0.00,0.00,1.00
530610519241023,0.00,0.00,1.00
530610519242000,0.00,0.00,1.00
530610519242001,0.00,0.00,1.00
530610519242002,0.00,0.00,1.00
530610519242003,0.00,0.00,1.00
530610519242004,0.00,0.00,1.00
530610519242005,0.00,0.00,1.00
530610519242006,0.00,0.00,1.00
530610519242007,0.00,0.00,1.00
530610519242008,0.00,0.00,1.00
530610519242009,0.00,0.00,1.00
530610519242010,0.00,0.00,1.00
530610519242011,0.00,0.00,1.00
530610519242012,0.00,0.00,1.00
530610519242013,0.00,0.00,1.00
530610519242014,0.00,0.00,1.00
530610519243000,0.00,0.00,1.00
530610519243001,0.00,0.00,1.00
530610519243002,0.00,0.00,1.00
530610519243003,0.00,0.00,1.00
530610519243004,0.00,0.00,1.00
530610519243005,0.00,0.00,1.00
530610519243006,0.00,0.00,1.00
530610519243007,0.00,0.00,1.00
530610519243008,0.00,0.00,1.00
530610519243009,0.00,0.00,1.00
530610519243010,0.00,0.00,1.00
530610519243011,0.00,0.00,1.00
530610519243012,0.00,0.00,1.00
530610519243013,0.00,0.00,1.00
530610519243014,0.00,0.00,1.00
530610519243015,0.00,0.00,1.00
530610519243016,0.00,0.00,1.00
530610519251000,0.00,0.00,1.00
530610519251001,0.00,0.00,1.00
530610519251002,0.00,0.00,1.00
530610519251003,0.00,0.00,1.00
530610519251004,0.00,0.00,1.00
530610519251005,0.00,0.00,1.00
530610519251006,0.00,0.00,1.00
530610519251007,0.00,0.00,1.00
530610519251008,0.00,0.00,1.00
530610519251009,0.00,0.00,1.00
530610519251010,0.00,0.00,1.00
530610519251011,0.00,0.00,1.00
530610519251012,0.00,0.00,1.00
530610519251013,0.00,0.00,1.00
530610519251014,0.00,0.00,1.00
530610519251015,0.00,0.00,1.00
530610519251016,0.00,0.00,1.00
530610519251017,0.00,0.00,1.00
530610519252000,0.00,0.00,1.00
530610519252001,0.00,0.00,1.00
530610519252002,0.00,0.00,1.00
530610519252003,0.00,0.00,1.00
530610519252004,0.00,0.00,1.00
530610519252005,0.00,0.00,1.00
530610519252006,0.00,0.00,1.00
530610519252007,0.00,0.00,1.00
530610519252008,0.00,0.00,1.00
530610519252009,0.00,0.00,1.00
530610519252010,0.00,0.00,1.00
530610519252011,0.00,0.00,1.00
530610519252012,0.00,0.00,1.00
530610519252013,0.00,0.00,1.00
530610519252014,0.00,0.00,1.00
530610519252015,0.00,0.00,1.00
530610519252016,0.00,0.00,1.00
530610519252017,0.00,0.00,1.00
530610519252018,0.00,0.00,1.00
530610519252019,0.00,0.00,1.00
530610519252020,0.00,0.00,1.00
530610519252021,0.00,0.00,1.00
530610519252022,0.00,0.00,1.00
530610519252023,0.00,0.00,1.00
530610519252024,0.00,0.00,1.00
530610519252025,0.00,0.00,1.00
530610519252026,0.00,0.00,1.00
530610519252027,0.00,0.00,1.00
530610519252028,0.00,0.00,1.00
530610519252029,0.00,0.00,1.00
530610519252030,0.00,0.00,1.00
530610519252031,0.00,0.00,1.00
530610519253000,0.00,0.00,1.00
530610519253001,0.00,0.00,1.00
530610519253002,0.00,0.00,1.00
530610519253003,0.00,0.00,1.00
530610519253004,0.00,0.00,1.00
530610519253005,0.00,0.00,1.00
530610519253006,0.00,0.00,1.00
530610519253007,0.00,0.00,1.00
530610519253008,0.00,0.00,1.00
530610519253009,0.00,0.00,1.00
530610519253010,0.00,0.00,1.00
530610519253011,0.00,0.00,1.00
530610519253012,0.00,0.00,1.00
530610519253013,0.00,0.00,1.00
530610519253014,0.00,0.00,1.00
530610519253015,0.00,0.00,1.00
530610519253016,0.00,0.00,1.00
530610519253017,0.00,0.00,1.00
530610519254000,0.00,0.00,1.00
530610519254001,0.00,0.00,1.00
530610519254002,0.00,0.00,1.00
530610519254003,0.00,0.00,1.00
530610519254004,0.00,0.00,1.00
530610519254005,0.00,0.00,1.00
530610519254006,0.00,0.00,1.00
530610519254007,0.00,0.00,1.00
530610519254008,0.00,0.00,1.00
530610519254009,0.00,0.00,1.00
530610519254010,0.00,0.00,1.00
530610519254011,0.00,0.00,1.00
530610519254012,0.00,0.00,1.00
530610519254013,0.00,0.00,1.00
530610519254014,0.00,0.00,1.00
530610519254015,0.00,0.00,1.00
530610519254016,0.00,0.00,1.00
530610519254017,0.00,0.00,1.00
530610519254018,0.00,0.00,1.00
530610519254019,0.00,0.00,1.00
530610519254020,0.00,0.00,1.00
530610519254021,0.00,0.00,1.00
530610519254022,0.00,0.00,1.00
530610519254023,0.00,0.00,1.00
530610519254024,0.00,0.00,1.00
530610519254025,0.00,0.00,1.00
530610519254026,0.00,0.00,1.00
530610519254027,0.00,0.00,1.00
530610519254028,0.00,0.00,1.00
530610519254029,0.00,0.00,1.00
530610519254030,0.00,0.00,1.00
530610519254031,0.00,0.00,1.00
530610519261000,0.00,0.00,1.00
530610519261001,0.00,0.00,1.00
530610519261002,0.00,0.00,1.00
530610519261003,0.00,0.00,1.00
530610519261004,0.00,0.00,1.00
530610519261005,0.00,0.00,1.00
530610519261006,0.00,0.00,1.00
530610519261007,0.00,0.00,1.00
530610519261008,0.00,0.00,1.00
530610519261009,0.00,0.00,1.00
530610519261010,0.00,0.00,1.00
530610519261011,0.00,0.00,1.00
530610519261012,0.00,0.00,1.00
530610519261013,0.00,0.00,1.00
530610519261014,0.00,0.00,1.00
530610519261015,0.00,0.00,1.00
530610519261016,0.00,0.00,1.00
530610519261017,0.00,0.00,1.00
530610519261018,0.00,0.00,1.00
530610519261019,0.00,0.00,1.00
530610519261020,0.00,0.00,1.00
530610519261021,0.00,0.00,1.00
530610519261022,0.00,0.00,1.00
530610519261023,0.00,0.00,1.00
530610519262000,0.00,0.00,1.00
530610519262001,0.00,0.00,1.00
530610519262002,0.00,0.00,1.00
530610519262003,0.00,0.00,1.00
530610519262004,0.00,0.00,1.00
530610519262005,0.00,0.00,1.00
530610519262006,0.00,0.00,1.00
530610519262007,0.00,0.00,1.00
530610519262008,0.00,0.00,1.00
530610519262009,0.00,0.00,1.00
530610519263000,0.00,0.00,1.00
530610519263001,0.00,0.00,1.00
530610519263002,0.00,0.00,1.00
530610519263003,0.00,0.00,1.00
530610519263004,0.00,0.00,1.00
530610519263005,0.00,0.00,1.00
530610519263006,0.00,0.00,1.00
530610519263007,0.00,0.00,1.00
530610519263008,0.00,0.00,1.00
530610519263009,0.00,0.00,1.00
530610519263010,0.00,0.00,1.00
530610519263011,0.00,0.00,1.00
530610519263012,0.00,0.00,1.00
530610519263013,0.00,0.00,1.00
530610519263014,0.00,0.00,1.00
530610519263015,0.00,0.00,1.00
530610519271000,0.00,0.00,1.00
530610519271001,0.00,0.00,1.00
530610519271002,0.00,0.00,1.00
530610519271003,0.00,0.00,1.00
530610519271004,0.00,0.00,1.00
530610519271005,0.00,0.00,1.00
530610519271006,0.00,0.00,1.00
530610519271007,0.00,0.00,1.00
530610519271008,0.00,0.00,1.00
530610519271009,0.00,0.00,1.00
530610519271010,0.00,0.00,1.00
530610519271011,0.00,0.00,1.00
530610519271012,0.00,0.00,1.00
530610519271013,0.00,0.00,1.00
530610519271014,0.00,0.00,1.00
530610519271015,0.00,0.00,1.00
530610519272000,0.00,0.00,1.00
530610519272001,0.00,0.00,1.00
530610519272002,0.00,0.00,1.00
530610519272003,0.00,0.00,1.00
530610519272004,0.00,0.00,1.00
530610519272005,0.00,0.00,1.00
530610519272006,0.00,0.00,1.00
530610519272007,0.00,0.00,1.00
530610519272008,0.00,0.00,1.00
530610519272009,0.00,0.00,1.00
530610519272010,0.00,0.00,1.00
530610519272011,0.00,0.00,1.00
530610519272012,0.00,0.00,1.00
530610519272013,0.00,0.00,1.00
530610519272014,0.00,0.00,1.00
530610519272015,0.00,0.00,1.00
530610519272016,0.00,0.00,1.00
530610519273000,0.00,0.00,1.00
530610519273001,0.00,0.00,1.00
530610519273002,0.00,0.00,1.00
530610519273003,0.00,0.00,1.00
530610519273004,0.00,0.00,1.00
530610519273005,0.00,0.00,1.00
530610519273006,0.00,0.00,1.00
530610519273007,0.00,0.00,1.00
530610519273008,0.00,0.00,1.00
530610519273009,0.00,0.00,1.00
530610519273010,0.00,0.00,1.00
530610519281000,0.00,0.00,1.00
530610519281001,0.00,0.00,1.00
530610519281002,0.00,0.00,1.00
530610519281003,0.00,0.00,1.00
530610519281004,0.00,0.00,1.00
530610519281005,0.00,0.00,1.00
530610519281006,0.00,0.00,1.00
530610519281007,0.00,0.00,1.00
530610519281008,0.00,0.00,1.00
530610519281009,0.00,0.00,1.00
530610519281010,0.00,0.00,1.00
530610519282000,0.00,0.00,1.00
530610519282001,0.00,0.00,1.00
530610519282002,0.00,0.00,1.00
530610519282003,0.00,0.00,1.00
530610519282004,0.00,0.00,1.00
530610519282005,0.00,0.00,1.00
530610519282006,0.00,0.00,1.00
530610519282007,0.00,0.00,1.00
530610519282008,0.00,0.00,1.00
530610519282009,0.00,0.00,1.00
530610519282010,0.00,0.00,1.00
530610519282011,0.00,0.00,1.00
530610519283000,0.00,0.00,1.00
530610520031000,0.00,0.00,1.00
530610520031001,0.00,0.00,1.00
530610520031002,0.00,0.00,1.00
530610520031003,0.00,0.00,1.00
530610520031004,0.00,0.00,1.00
530610520031005,0.00,0.00,1.00
530610520031006,0.00,0.00,1.00
530610520031007,0.00,0.00,1.00
530610520031008,0.00,0.00,1.00
530610520031009,0.00,0.00,1.00
530610520031010,0.00,0.00,1.00
530610520031011,0.00,0.00,1.00
530610520032000,0.00,0.00,1.00
530610520032001,0.00,0.00,1.00
530610520032002,0.00,0.00,1.00
530610520032003,0.00,0.00,1.00
530610520032004,0.00,0.00,1.00
530610520032005,0.00,0.00,1.00
530610520032006,0.00,0.00,1.00
530610520032007,0.00,0.00,1.00
530610520032008,0.00,0.00,1.00
530610520032009,0.00,0.00,1.00
530610520032010,0.00,0.00,1.00
530610520032011,0.00,0.00,1.00
530610520032012,0.00,0.00,1.00
530610520032013,0.00,0.00,1.00
530610520032014,0.00,0.00,1.00
530610520032015,0.00,0.00,1.00
530610520032016,0.00,0.00,1.00
530610520032017,0.00,0.00,1.00
530610520032018,0.00,0.00,1.00
530610520032019,0.00,0.00,1.00
530610520032020,0.00,0.00,1.00
530610520032021,0.00,0.00,1.00
530610520032022,0.00,0.00,1.00
530610520032023,0.00,0.00,1.00
530610520032024,0.00,0.00,1.00
530610520032025,0.00,0.00,1.00
530610520032026,0.00,0.00,1.00
530610520032027,0.00,0.00,1.00
530610520032028,0.00,0.00,1.00
530610520033000,0.00,0.00,1.00
530610520033001,0.00,0.00,1.00
530610520033002,0.00,0.00,1.00
530610520033003,0.00,0.00,1.00
530610520033004,0.00,0.00,1.00
530610520033005,0.00,0.00,1.00
530610520033006,0.00,0.00,1.00
530610520033007,0.00,0.00,1.00
530610520033008,0.00,0.00,1.00
530610520034000,0.00,0.00,1.00
530610520034001,0.00,0.00,1.00
530610520034002,0.00,0.00,1.00
530610520034003,0.00,0.00,1.00
530610520034004,0.00,0.00,1.00
530610520034005,0.00,0.00,1.00
530610520034006,0.00,0.00,1.00
530610520034007,0.00,0.00,1.00
530610520034008,0.00,0.00,1.00
530610520034009,0.00,0.00,1.00
530610520034010,0.00,0.00,1.00
530610520034011,0.00,0.00,1.00
530610520034012,0.00,0.00,1.00
530610520034013,0.00,0.00,1.00
530610520034014,0.00,0.00,1.00
530610520034015,0.00,0.00,1.00
530610520034016,0.00,0.00,1.00
530610520034017,0.00,0.00,1.00
530610520034018,0.00,0.00,1.00
530610520034019,0.00,0.00,1.00
530610520034020,0.00,0.00,1.00
530610520034021,0.00,0.00,1.00
530610520034022,0.00,0.00,1.00
530610520034023,0.00,0.00,1.00
530610520041000,0.00,0.00,1.00
530610520041001,0.00,0.00,1.00
530610520041002,0.00,0.00,1.00
530610520041003,0.00,0.00,1.00
530610520041004,0.00,0.00,1.00
530610520041005,0.00,0.00,1.00
530610520041006,0.00,0.00,1.00
530610520041007,0.00,0.00,1.00
530610520041008,0.00,0.00,1.00
530610520041009,0.00,0.00,1.00
530610520041010,0.00,0.00,1.00
530610520041011,0.00,0.00,1.00
530610520041012,0.00,0.00,1.00
530610520041013,0.00,0.00,1.00
530610520041014,0.00,0.00,1.00
530610520041015,0.00,0.00,1.00
530610520041016,0.00,0.00,1.00
530610520041017,0.00,0.00,1.00
530610520041018,0.00,0.00,1.00
530610520041019,0.00,0.00,1.00
530610520041020,0.00,0.00,1.00
530610520041021,0.00,0.00,1.00
530610520041022,0.00,0.00,1.00
530610520042000,0.00,0.00,1.00
530610520042001,0.00,0.00,1.00
530610520042002,0.00,0.00,1.00
530610520042003,0.00,0.00,1.00
530610520042004,0.00,0.00,1.00
530610520042005,0.00,0.00,1.00
530610520042006,0.00,0.00,1.00
530610520042007,0.00,0.00,1.00
530610520042008,0.00,0.00,1.00
530610520042009,0.00,0.00,1.00
530610520043000,0.00,0.00,1.00
530610520043001,0.00,0.00,1.00
530610520043002,0.00,0.00,1.00
530610520043003,0.00,0.00,1.00
530610520043004,0.00,0.00,1.00
530610520043005,0.00,0.00,1.00
530610520043006,0.00,0.00,1.00
530610520043007,0.00,0.00,1.00
530610520043008,0.00,0.00,1.00
530610520043009,0.00,0.00,1.00
530610520044000,0.00,0.00,1.00
530610520044001,0.00,0.00,1.00
530610520044002,0.00,0.00,1.00
530610520044003,0.00,0.00,1.00
530610520044004,0.00,0.00,1.00
530610520044005,0.00,0.00,1.00
530610520044006,0.00,0.00,1.00
530610520044007,0.00,0.00,1.00
530610520044008,0.00,0.00,1.00
530610520044009,0.00,0.00,1.00
530610520044010,0.00,0.00,1.00
530610520044011,0.00,0.00,1.00
530610520044012,0.00,0.00,1.00
530610520044013,0.00,0.00,1.00
530610520044014,0.00,0.00,1.00
530610520044015,0.00,0.00,1.00
530610520044016,0.00,0.00,1.00
530610520044017,0.00,0.00,1.00
530610520044018,0.00,0.00,1.00
530610520044019,0.00,0.00,1.00
530610520044020,0.00,0.00,1.00
530610520044021,0.00,0.00,1.00
530610520044022,0.00,0.00,1.00
530610520044023,0.00,0.00,1.00
530610520044024,0.00,0.00,1.00
530610520044025,0.00,0.00,1.00
530610520044026,0.00,0.00,1.00
530610520044027,0.00,0.00,1.00
530610520051000,0.00,0.00,1.00
530610520051001,0.00,0.00,1.00
530610520051002,0.00,0.00,1.00
530610520051003,0.00,0.00,1.00
530610520051004,0.00,0.00,1.00
530610520051005,0.00,0.00,1.00
530610520051006,0.00,0.00,1.00
530610520051007,0.00,0.00,1.00
530610520051008,0.00,0.00,1.00
530610520051009,0.00,0.00,1.00
530610520051010,0.00,0.00,1.00
530610520051011,0.00,0.00,1.00
530610520051012,0.00,0.00,1.00
530610520051013,0.00,0.00,1.00
530610520051014,0.00,0.00,1.00
530610520051015,0.00,0.00,1.00
530610520051016,0.00,0.00,1.00
530610520052000,0.00,0.00,1.00
530610520052001,0.00,0.00,1.00
530610520052002,0.00,0.00,1.00
530610520052003,0.00,0.00,1.00
530610520052004,0.00,0.00,1.00
530610520052005,0.00,0.00,1.00
530610520052006,0.00,0.00,1.00
530610520052007,0.00,0.00,1.00
530610520052008,0.00,0.00,1.00
530610520052009,0.00,0.00,1.00
530610520052010,0.00,0.00,1.00
530610520052011,0.00,0.00,1.00
530610520052012,0.00,0.00,1.00
530610520052013,0.00,0.00,1.00
530610520052014,0.00,0.00,1.00
530610520052015,0.00,0.00,1.00
530610520052016,0.00,0.00,1.00
530610520052017,0.00,0.00,1.00
530610520052018,0.00,0.00,1.00
530610520052019,0.00,0.00,1.00
530610520052020,0.00,0.00,1.00
530610520052021,0.00,0.00,1.00
530610520052022,0.00,0.00,1.00
530610520053000,0.00,0.00,1.00
530610520053001,0.00,0.00,1.00
530610520053002,0.00,0.00,1.00
530610520053003,0.00,0.00,1.00
530610520053004,0.00,0.00,1.00
530610520053005,0.00,0.00,1.00
530610520053006,0.00,0.00,1.00
530610520053007,0.00,0.00,1.00
530610520053008,0.00,0.00,1.00
530610520053009,0.00,0.00,1.00
530610520053010,0.00,0.00,1.00
530610520053011,0.00,0.00,1.00
530610520053012,0.00,0.00,1.00
530610520053013,0.00,0.00,1.00
530610520053014,0.00,0.00,1.00
530610520053015,0.00,0.00,1.00
530610520054000,0.00,0.00,1.00
530610520054001,0.00,0.00,1.00
530610520054002,0.00,0.00,1.00
530610520054003,0.00,0.00,1.00
530610520054004,0.00,0.00,1.00
530610520054005,0.00,0.00,1.00
530610520054006,0.00,0.00,1.00
530610520054007,0.00,0.00,1.00
530610520054008,0.00,0.00,1.00
530610520054009,0.00,0.00,1.00
530610520054010,0.00,0.00,1.00
530610520054011,0.00,0.00,1.00
530610520061000,0.00,0.00,1.00
530610520061001,0.00,0.00,1.00
530610520061002,0.00,0.00,1.00
530610520061003,0.00,0.00,1.00
530610520061004,0.00,0.00,1.00
530610520061005,0.00,0.00,1.00
530610520061006,0.00,0.00,1.00
530610520061007,0.00,0.00,1.00
530610520061008,0.00,0.00,1.00
530610520061009,0.00,0.00,1.00
530610520061010,0.00,0.00,1.00
530610520061011,0.00,0.00,1.00
530610520061012,0.00,0.00,1.00
530610520061013,0.00,0.00,1.00
530610520062000,0.00,0.00,1.00
530610520062001,0.00,0.00,1.00
530610520062002,0.00,0.00,1.00
530610520062003,0.00,0.00,1.00
530610520062004,0.00,0.00,1.00
530610520062005,0.00,0.00,1.00
530610520062006,0.00,0.00,1.00
530610520062007,0.00,0.00,1.00
530610520062008,0.00,0.00,1.00
530610520062009,0.00,0.00,1.00
530610520062010,0.00,0.00,1.00
530610520062011,0.00,0.00,1.00
530610520062012,0.00,0.00,1.00
530610520062013,0.00,0.00,1.00
530610520062014,0.00,0.00,1.00
530610520062015,0.00,0.00,1.00
530610520062016,0.00,0.00,1.00
530610520062017,0.00,0.00,1.00
530610520062018,0.00,0.00,1.00
530610520063000,0.00,0.00,1.00
530610520063001,0.00,0.00,1.00
530610520063002,0.00,0.00,1.00
530610520063003,0.00,0.00,1.00
530610520063004,0.00,0.00,1.00
530610520063005,0.00,0.00,1.00
530610520071000,0.00,0.00,1.00
530610520071001,0.00,0.00,1.00
530610520071002,0.00,0.00,1.00
530610520071003,0.00,0.00,1.00
530610520071004,0.00,0.00,1.00
530610520071005,0.00,0.00,1.00
530610520071006,0.00,0.00,1.00
530610520071007,0.00,0.00,1.00
530610520071008,0.00,0.00,1.00
530610520071009,0.00,0.00,1.00
530610520071010,0.00,0.00,1.00
530610520071011,0.00,0.00,1.00
530610520071012,0.00,0.00,1.00
530610520071013,0.00,0.00,1.00
530610520071014,0.00,0.00,1.00
530610520072000,0.00,0.00,1.00
530610520072001,0.00,0.00,1.00
530610520072002,0.00,0.00,1.00
530610520072003,0.00,0.00,1.00
530610520072004,0.00,0.00,1.00
530610520072005,0.00,0.00,1.00
530610520072006,0.00,0.00,1.00
530610520072007,0.00,0.00,1.00
530610520072008,0.00,0.00,1.00
530610520072009,0.00,0.00,1.00
530610520072010,0.00,0.00,1.00
530610520073000,0.00,0.00,1.00
530610520073001,0.00,0.00,1.00
530610520073002,0.00,0.00,1.00
530610520073003,0.00,0.00,1.00
530610520073004,0.00,0.00,1.00
530610520073005,0.00,0.00,1.00
530610520073006,0.00,0.00,1.00
530610520073007,0.00,0.00,1.00
530610520073008,0.00,0.00,1.00
530610520073009,0.00,0.00,1.00
530610521041000,0.00,0.00,1.00
530610521041001,0.00,0.00,1.00
530610521041002,0.00,0.00,1.00
530610521041003,0.00,0.00,1.00
530610521041004,0.00,0.00,1.00
530610521041005,0.00,0.00,1.00
530610521041006,0.00,0.00,1.00
530610521041007,0.00,0.00,1.00
530610521041008,0.00,0.00,1.00
530610521041009,0.00,0.00,1.00
530610521042000,0.00,0.00,1.00
530610521042001,0.00,0.00,1.00
530610521042002,0.00,0.00,1.00
530610521042003,0.00,0.00,1.00
530610521042004,0.00,0.00,1.00
